5000 24132
1641 4630 2
1642 1073 1
1642 1200 3
1642 3496 9
1642 3732 11
1643 1173 2
1643 1191 1
1643 1606 1
1643 1690 2
1643 1752 5
1644 1996 1
1645 186 1
1645 269 1
1645 636 2
1645 2596 5
1645 2764 1
1645 3294 2
1646 2144 6
1646 2406 1
1646 3129 1
1646 4944 2
1647 668 2
1647 839 1
1647 2249 1
1647 3428 2
1648 70 1
1648 1743 1
1648 3368 1
1648 3845 1
1648 4405 2
1648 4828 3
1649 901 1
1649 2324 21
1649 3592 26
1649 4918 1
1650 683 1
1650 1158 1
1650 2092 1
1650 2471 2
1650 3930 2
1650 4161 1
1650 4618 1
1651 1794 4
1651 3734 2
1651 4631 2
1652 1113 6
1652 2028 2
1652 3416 4
1652 4172 1
1652 4817 1
1653 249 1
1653 776 1
1653 1562 6
1653 2174 1
1653 3134 4
1653 3653 1
1653 3871 1
1653 4492 4
1654 413 1
1654 1588 1
1654 1672 7
1654 1760 1
1654 2183 1
1654 2489 6
1654 2942 1
1654 3591 1
1654 4508 2
1655 934 1
1656 3438 5
1657 473 1
1657 927 1
1657 1904 1
1658 638 1
1658 3437 1
1659 104 5
1659 1274 4
1659 1351 13
1659 1583 2
1659 2667 7
1660 1845 1
1660 3191 2
1660 3526 1
1660 3739 1
1661 654 3
1661 1873 1
1661 2689 4
1662 196 1
1662 257 1
1662 299 1
1662 963 5
1662 3116 2
1662 3136 5
1662 3436 1
1662 4291 1
1662 4525 1
1664 1977 1
1664 2023 1
1664 2911 1
1664 4807 1
1665 71 3
1665 1528 1
1665 1806 10
1665 2739 3
1665 2950 2
1665 4598 3
1665 4815 1
1666 4322 3
1667 2026 2
1667 2893 4
1667 4016 1
1667 4154 4
1667 4473 1
1668 552 3
1668 861 1
1668 4767 20
1669 1206 1
1669 3203 1
1669 4903 3
1670 498 3
1670 731 1
1670 1509 1
1670 3847 4
1670 4194 1
1670 4239 2
1670 4751 1
1671 306 1
1671 480 1
1671 1216 4
1671 1256 9
1671 1766 9
1671 3789 2
1672 1647 4
1672 2182 2
1672 2679 1
1672 3091 10
1672 3453 1
1672 4207 1
1673 2857 1
1673 3295 2
1673 3361 1
1673 4278 1
1673 4883 2
1674 508 1
1674 1255 4
1674 1787 2
1675 76 1
1675 275 9
1675 411 1
1675 1680 4
1675 1929 1
1675 2374 4
1675 2466 2
1675 2993 5
1675 4605 2
1676 773 1
1676 2271 3
1676 2431 1
1676 3487 1
1676 4233 1
1676 4374 1
1677 319 4
1677 3687 1
1677 3818 1
1678 574 1
1678 1367 1
1678 1772 1
1678 1967 2
1678 2352 4
1679 92 4
1679 209 2
1679 288 1
1679 698 5
1679 1051 12
1680 269 10
1680 1206 3
1680 1224 1
1680 1618 1
1680 1879 6
1680 2895 11
1681 230 1
1681 2198 1
1681 2575 2
1681 2652 1
1681 2927 1
1682 42 4
1682 2501 2
1682 3701 1
1683 627 4
1683 1353 1
1683 2340 12
1683 2484 1
1683 2660 3
1684 979 1
1684 1172 4
1684 1523 1
1684 2539 1
1684 2751 1
1684 3876 3
1684 4085 1
1684 4465 1
1685 154 2
1685 530 1
1685 852 1
1685 1105 1
1685 3761 1
1685 4000 1
1686 29 1
1686 1338 1
1686 1467 4
1686 2059 5
1686 3956 1
1686 3990 3
1686 4269 3
1687 350 1
1687 1918 2
1687 3049 1
1688 550 12
1688 977 1
1688 1971 1
1688 2891 1
1688 4455 2
1689 206 3
1689 1903 6
1689 1979 14
1689 3683 6
1690 633 1
1690 788 1
1690 870 1
1690 1688 2
1690 2882 2
1690 4082 1
1690 4520 1
1691 1402 1
1691 2793 1
1691 2992 5
1691 3146 1
1692 51 4
1692 163 1
1692 235 1
1692 1432 2
1692 1501 1
1692 3767 2
1693 389 1
1693 1844 2
1693 3762 1
1693 4636 1
1694 187 1
1694 739 1
1694 2085 1
1694 2892 1
1694 3069 4
1694 4430 1
1695 1333 1
1695 1752 2
1695 4872 1
1696 2094 1
1696 3310 1
1696 3745 1
1696 4215 1
1697 1200 1
1697 2928 2
1697 3340 2
1697 3782 1
1697 4617 2
1698 1019 3
1698 1074 1
1698 1333 2
1698 2534 1
1698 2736 5
1699 388 1
1699 910 2
1699 1428 5
1699 2232 3
1699 4169 2
1699 4841 4
1700 1065 2
1700 2346 2
1701 2604 5
1701 3001 6
1701 4431 1
1702 1070 1
1702 2034 6
1702 3675 6
1702 4174 2
1702 4719 2
1703 776 2
1703 1486 2
1703 1994 1
1703 2199 1
1703 2485 3
1703 2582 2
1703 3547 1
1703 3934 1
1703 4827 7
1704 2512 1
1704 3218 1
1704 3704 5
1705 972 2
1705 1130 1
1705 1600 1
1705 2104 1
1705 2492 1
1706 769 1
1706 1076 3
1706 3031 12
1706 3752 1
1707 1033 7
1707 2421 1
1707 3422 3
1707 4205 1
1707 4817 2
1708 526 1
1708 807 16
1708 812 1
1708 1467 1
1708 2630 2
1708 2780 1
1708 2881 1
1708 3455 1
1708 4049 1
1708 4774 1
1709 551 1
1709 2299 1
1709 2600 2
1710 607 7
1710 818 1
1710 1738 1
1710 1767 1
1710 2342 1
1710 3478 3
1710 3942 4
1710 4062 1
1710 4274 3
1711 1064 2
1711 1266 2
1711 2814 1
1711 2843 1
1711 3984 14
1711 4095 1
1712 1480 2
1712 1823 4
1712 2757 1
1713 443 1
1713 3565 3
1713 3918 3
1713 4704 5
1713 4936 2
1714 385 1
1714 514 1
1714 786 2
1714 1256 1
1714 2485 3
1714 3386 1
1714 3611 1
1714 4907 2
1715 556 6
1715 1122 2
1715 2079 6
1715 4212 1
1715 4737 8
1716 1021 1
1716 2949 1
1716 3274 1
1716 3437 1
1716 4830 3
1717 793 1
1717 1424 1
1717 2440 3
1717 3885 1
1718 365 2
1718 3411 1
1719 571 1
1719 1291 1
1719 1586 4
1719 1653 1
1719 4099 1
1719 4182 2
1721 128 3
1721 798 1
1721 2308 4
1721 4542 1
1722 1794 3
1722 2057 1
1722 3739 2
1722 4184 1
1722 4254 1
1722 4446 1
1723 1092 4
1723 1728 1
1724 224 1
1724 566 1
1724 923 1
1724 940 3
1724 1247 2
1724 3873 1
1725 1017 1
1725 1036 1
1725 3006 1
1725 4921 2
1726 780 1
1726 1639 2
1726 2367 3
1726 4431 1
1726 4965 12
1727 10 1
1727 216 3
1727 1490 2
1727 3292 1
1727 3606 1
1727 4064 1
1728 757 2
1728 3876 5
1729 229 4
1729 835 1
1729 961 1
1729 3859 3
1729 3915 20
1729 4166 1
1729 4675 5
1730 1186 2
1730 4952 3
1731 1773 1
1731 2227 3
1731 2451 3
1731 3785 1
1731 4780 4
1731 4822 5
1731 4855 2
1732 528 3
1732 563 1
1732 1953 5
1732 2734 3
1732 4743 1
1732 4821 1
1733 672 1
1733 2034 1
1733 2379 1
1733 2595 8
1733 4550 1
1733 4592 1
1734 106 2
1734 1659 5
1734 2498 4
1734 2823 1
1734 3524 1
1735 826 1
1735 941 1
1736 44 5
1736 1064 6
1736 1241 2
1736 1787 1
1736 2710 2
1736 2838 5
1736 3111 1
1736 4014 3
1736 4325 4
1736 4857 15
1737 2618 1
1737 2933 1
1737 3171 1
1737 4028 1
1737 4533 1
1737 4865 1
1738 61 3
1738 494 4
1738 878 6
1738 1005 1
1738 1763 3
1738 3843 1
1739 1907 1
1739 2264 14
1739 3089 1
1739 4402 6
1740 745 1
1740 860 1
1740 1115 1
1740 1802 1
1740 3567 1
1741 177 12
1741 3011 1
1741 3884 1
1742 3209 2
1742 4075 1
1742 4191 1
1743 1784 8
1743 1828 3
1743 2672 1
1743 3265 1
1744 605 7
1744 986 1
1744 1768 1
1744 2235 4
1744 3046 1
1745 1217 1
1745 4101 1
1746 1094 1
1746 1412 1
1746 1829 2
1746 3642 1
1746 4036 4
1746 4186 6
1746 4595 1
1747 257 9
1747 1013 24
1747 1758 3
1747 2652 2
1747 3767 1
1747 4397 1
1748 203 1
1748 498 3
1748 642 1
1748 1271 5
1748 1422 9
1748 2059 1
1748 3135 1
1748 3944 1
1749 115 8
1749 2351 5
1749 2876 6
1749 3100 1
1749 4833 1
1750 819 4
1750 1146 1
1750 1272 6
1750 3715 1
1750 4119 2
1751 122 3
1751 867 1
1751 1479 1
1751 1487 2
1751 2301 7
1752 1255 2
1752 3908 1
1752 3933 3
1752 4519 2
1753 1704 1
1753 2675 1
1753 3188 1
1753 4776 2
1753 4946 8
1754 254 1
1754 2459 1
1754 2972 1
1754 3698 1
1754 4610 6
1755 1460 3
1755 1576 7
1755 3130 2
1755 3731 2
1756 1831 3
1756 2963 1
1756 3927 1
1756 4329 2
1757 135 3
1757 1407 2
1757 4396 1
1757 4398 1
1758 875 2
1758 997 4
1758 1699 1
1758 3187 1
1758 3627 1
1758 4882 1
1759 1868 1
1759 2120 2
1759 3790 1
1760 123 1
1760 174 1
1760 790 1
1760 1185 5
1760 2067 3
1760 2818 1
1760 2997 1
1761 428 1
1761 2147 1
1761 3249 1
1761 3332 5
1761 4960 1
1762 1515 1
1762 1815 1
1762 2888 6
1762 4225 2
1762 4910 3
1763 1592 1
1763 2196 1
1763 2565 1
1763 4360 1
1764 2120 2
1765 747 1
1765 2452 2
1765 3820 1
1765 4265 8
1766 1981 1
1766 4817 5
1767 924 1
1767 1035 3
1767 2124 2
1767 3038 1
1767 4343 1
1768 819 7
1768 2084 1
1768 2220 2
1768 4942 3
1769 719 26
1769 993 1
1769 1685 10
1769 2773 2
1770 18 1
1770 679 15
1770 1533 1
1770 2683 5
1770 3567 10
1771 1734 1
1771 1908 5
1772 322 1
1772 2621 1
1772 3730 1
1772 4300 1
1773 3565 1
1773 4741 1
1774 494 6
1774 1664 1
1774 1840 4
1774 2369 2
1775 173 2
1775 2297 1
1775 3293 1
1775 4702 7
1776 737 1
1776 3591 7
1776 3989 1
1776 4309 9
1776 4808 1
1777 675 9
1777 801 2
1778 1380 1
1778 1979 1
1778 2060 1
1778 2361 1
1778 2379 14
1778 2609 6
1778 4926 1
1779 264 4
1779 869 3
1779 3714 2
1779 3994 1
1780 669 1
1780 3490 1
1780 4366 1
1780 4583 3
1781 1163 1
1781 1297 10
1781 1652 5
1781 2775 11
1781 2827 2
1781 2949 3
1781 4283 1
1782 1598 4
1782 3881 1
1783 190 1
1783 286 1
1783 4618 1
1784 94 1
1784 279 1
1784 865 1
1785 2247 2
1786 1660 4
1786 1957 6
1786 2173 1
1786 3720 6
1786 4578 2
1787 494 6
1787 765 1
1787 1483 4
1787 2004 2
1787 2051 3
1787 2222 3
1787 2568 8
1787 4782 7
1788 753 2
1788 766 8
1788 1430 1
1788 3237 1
1789 68 1
1789 3506 1
1789 3770 1
1789 3814 1
1789 4205 1
1789 4932 1
1790 64 1
1790 105 1
1790 295 1
1790 1706 1
1790 1801 1
1790 4784 3
1791 400 1
1791 1724 1
1791 2091 8
1791 2512 1
1792 400 2
1792 1796 3
1792 2574 1
1792 3708 1
1792 3847 3
1792 3974 1
1793 712 3
1793 965 1
1793 1543 1
1793 2559 4
1794 341 1
1794 1132 1
1794 2448 1
1794 4567 1
1795 898 1
1795 1464 1
1795 1768 1
1795 1984 2
1795 3170 1
1795 3237 1
1795 3337 15
1795 4405 4
1795 4510 1
1795 4757 1
1796 1157 1
1796 4617 2
1797 17 1
1797 3184 2
1797 3669 4
1798 2112 1
1798 2513 2
1798 3056 1
1798 3943 1
1798 4908 1
1799 320 1
1799 515 2
1799 1487 6
1799 2652 3
1799 3021 1
1799 3030 1
1799 3256 1
1799 3627 1
1799 4221 1
1799 4716 1
1800 1219 2
1800 2588 1
1800 3752 6
1801 258 13
1801 624 1
1801 1486 1
1801 1922 8
1801 2035 5
1801 2278 6
1801 3499 2
1802 211 1
1802 2027 1
1802 2643 1
1802 3116 3
1803 2664 1
1803 4486 1
1804 1472 2
1804 3429 6
1804 4777 1
1805 2290 2
1805 2433 3
1805 4528 1
1806 3357 1
1806 3502 1
1806 3777 1
1806 4136 1
1807 2731 3
1807 3160 2
1807 3481 1
1807 3675 10
1808 21 2
1808 1671 2
1808 2427 1
1808 3802 1
1808 3949 1
1809 985 1
1809 1997 10
1809 4350 1
1810 836 1
1810 960 10
1810 2987 5
1810 3483 1
1811 305 2
1811 1126 1
1811 2375 1
1811 3790 2
1811 4551 14
1811 4791 1
1812 3220 5
1812 3255 4
1812 4919 1
1813 499 1
1813 508 1
1813 2006 2
1813 2101 1
1813 2209 1
1813 2339 1
1813 2392 1
1813 3989 1
1814 4832 5
1815 2791 1
1815 2856 1
1815 2953 9
1815 4174 1
1816 1161 1
1816 1805 3
1816 3655 2
1816 4164 7
1817 4142 1
1818 1331 1
1818 1636 3
1818 2122 1
1818 3506 2
1818 3955 1
1818 4616 1
1818 4644 1
1819 489 1
1819 999 4
1819 1427 1
1819 2184 1
1819 2233 1
1819 2265 1
1820 746 2
1820 2881 5
1820 3085 7
1820 4357 1
1820 4865 2
1821 3584 1
1821 4982 1
1822 207 1
1822 1167 1
1822 2071 2
1822 2180 1
1822 2998 1
1822 3415 1
1822 3515 1
1822 4023 1
1822 4110 1
1823 642 2
1823 673 3
1823 1412 4
1823 1853 1
1823 1994 2
1823 2675 1
1823 2795 1
1823 3039 10
1823 4006 6
1823 4676 6
1824 130 1
1824 695 2
1824 772 1
1824 927 2
1824 3421 3
1824 4086 2
1824 4949 1
1825 143 1
1825 1347 1
1825 1554 11
1825 3716 4
1825 3780 1
1825 3808 3
1826 905 1
1826 1310 2
1826 1685 1
1826 2593 12
1826 4178 1
1827 407 1
1827 448 5
1827 1016 1
1827 2892 9
1827 3865 9
1827 4420 1
1828 1121 2
1829 269 1
1829 607 1
1829 1681 3
1829 1898 3
1829 3665 4
1829 3754 6
1829 3892 1
1830 920 5
1830 1045 2
1830 1630 6
1830 1973 6
1830 2325 1
1830 4438 2
1831 781 1
1831 1173 1
1831 2276 2
1831 2457 1
1831 3619 2
1832 174 1
1832 1703 1
1832 2431 1
1832 4938 1
1833 649 1
1833 1623 1
1833 1841 1
1833 3017 1
1833 3203 1
1833 3651 1
1833 4733 1
1834 42 1
1834 1632 2
1834 1876 1
1834 2179 4
1834 3425 1
1834 4773 1
1835 183 1
1835 542 1
1835 1723 1
1835 4138 1
1835 4706 5
1836 1332 1
1836 3508 12
1837 642 1
1837 841 1
1837 2031 4
1837 2223 2
1837 3604 1
1838 70 3
1838 719 1
1838 735 2
1838 2014 1
1838 2532 1
1838 2857 1
1838 2918 6
1838 3749 1
1838 4480 1
1839 88 1
1839 2673 1
1840 391 4
1840 2044 1
1840 2407 1
1840 4160 5
1840 4387 1
1840 4865 1
1841 554 1
1841 2267 1
1841 2277 2
1841 2534 4
1842 2718 12
1842 3335 1
1842 4161 2
1843 367 1
1843 449 1
1843 1208 3
1843 1226 2
1843 1845 1
1843 3220 1
1843 4025 1
1844 1139 1
1844 4574 1
1845 996 10
1845 1261 24
1845 1659 2
1845 1781 1
1845 2394 1
1845 2774 1
1845 3067 3
1845 3156 1
1845 3854 3
1845 3996 1
1845 4828 3
1846 1418 4
1846 1623 1
1846 2293 2
1846 2847 2
1846 3004 12
1846 3021 1
1847 785 7
1847 1477 1
1847 3952 4
1848 601 1
1848 2630 1
1848 3022 1
1848 4812 2
1849 179 1
1849 308 5
1849 2583 1
1849 2739 1
1849 3457 5
1849 3666 6
1849 3821 1
1849 4432 1
1849 4960 2
1850 343 1
1850 1489 3
1850 1637 2
1850 2730 1
1850 4242 8
1850 4662 3
1851 259 1
1851 886 12
1851 2064 3
1851 2956 1
1851 4770 2
1852 1677 1
1852 2312 1
1852 4911 4
1853 4 1
1853 630 4
1853 1072 2
1853 1388 2
1853 3935 1
1854 55 2
1854 605 1
1854 1201 1
1855 739 1
1855 1824 4
1855 2732 12
1855 2944 1
1855 4427 4
1855 4487 2
1856 152 7
1856 490 1
1856 1048 1
1856 1879 1
1856 2474 3
1857 120 3
1857 233 1
1857 584 1
1857 2882 2
1857 3540 1
1857 3889 1
1857 4111 1
1858 380 1
1858 852 1
1858 2297 2
1858 3409 7
1859 391 1
1859 1139 1
1859 2212 1
1859 3561 2
1859 4949 2
1860 396 1
1860 1001 1
1860 2267 1
1860 2502 4
1861 235 1
1861 1754 1
1861 1780 6
1861 3411 1
1862 1050 6
1862 1755 1
1862 2520 1
1862 3901 1
1862 4053 1
1862 4281 2
1862 4920 1
1863 1492 1
1863 2218 1
1863 2452 2
1863 3288 1
1863 3809 3
1863 4285 1
1863 4393 1
1863 4760 1
1864 1254 2
1864 1489 1
1864 4662 1
1864 4749 2
1865 1645 1
1865 2628 2
1865 4612 3
1866 53 1
1866 213 1
1866 2041 7
1866 2107 2
1866 3466 6
1866 4395 4
1866 4840 2
1867 1175 3
1867 3464 4
1868 47 1
1868 1319 2
1868 1897 1
1868 2365 1
1868 2615 2
1868 2771 1
1868 3652 2
1869 128 3
1869 2411 2
1870 871 1
1870 873 2
1870 2171 2
1871 16 5
1871 1510 12
1871 3323 15
1872 1270 4
1872 2999 1
1872 4424 6
1873 51 1
1873 1820 1
1873 1980 7
1873 2915 1
1873 4087 4
1874 280 1
1874 1309 1
1874 1845 1
1874 2056 3
1874 3517 1
1874 4923 1
1875 753 1
1875 950 2
1875 1358 2
1875 3387 1
1875 4461 1
1875 4583 1
1875 4631 1
1875 4876 2
1876 10 1
1876 2287 16
1876 2431 6
1877 810 1
1877 1908 1
1877 2233 5
1877 2519 1
1877 4656 6
1878 826 8
1878 1333 4
1878 1870 1
1878 3448 1
1879 1692 3
1879 1772 1
1879 1823 2
1879 2023 2
1879 2716 1
1879 3850 1
1879 4025 1
1880 500 1
1880 664 1
1880 1081 1
1880 1355 2
1880 1615 4
1880 3655 2
1881 386 2
1881 1313 1
1881 1647 3
1881 2733 1
1881 3336 1
1881 3460 1
1881 3950 1
1881 4023 1
1882 1975 6
1882 2389 1
1882 2619 1
1883 2213 1
1883 2785 2
1883 3131 1
1883 4528 1
1883 4764 9
1883 4908 2
1883 4964 1
1884 1981 1
1884 2480 5
1884 3985 1
1885 204 3
1885 1505 12
1885 1820 2
1885 2160 1
1885 3938 4
1885 4004 1
1885 4011 1
1886 955 4
1886 4512 1
1886 4527 1
1887 2177 1
1888 1201 3
1888 1323 2
1888 1552 1
1888 1587 1
1888 2602 3
1888 2987 1
1889 3298 1
1889 4206 1
1889 4285 1
1890 86 1
1890 2299 1
1890 2418 1
1890 2435 69
1890 3027 1
1890 3751 1
1890 4287 1
1891 752 2
1891 996 1
1891 2636 2
1891 3516 2
1892 1 1
1892 120 2
1892 1108 1
1892 2792 2
1892 3854 1
1892 4796 1
1893 99 6
1893 984 1
1893 2039 1
1893 2700 12
1893 2702 1
1893 3161 1
1893 3173 5
1894 606 3
1894 949 30
1894 1244 1
1894 3362 4
1894 4362 1
1895 447 5
1895 623 5
1895 1262 6
1895 1508 1
1895 1594 1
1895 3012 1
1895 4199 17
1896 33 3
1896 785 1
1896 1530 2
1896 3894 3
1896 4067 1
1897 63 15
1897 2679 1
1898 269 9
1898 1893 1
1898 2013 4
1898 2997 1
1898 3557 1
1898 4032 1
1898 4414 3
1899 1873 1
1899 2511 3
1899 2609 10
1899 3567 3
1899 4174 2
1899 4513 1
1899 4648 10
1900 1770 2
1900 2374 1
1900 3010 5
1900 4175 1
1901 683 1
1901 2821 2
1901 3745 1
1902 7 2
1902 40 10
1902 3372 7
1902 3629 1
1902 3875 5
1903 406 1
1903 2177 2
1903 2439 1
1903 3855 5
1904 2436 1
1904 3469 1
1904 3538 1
1904 4071 1
1904 4124 1
1904 4437 1
1905 1786 3
1905 3378 1
1905 4404 2
1906 635 3
1906 987 1
1906 2971 1
1906 4297 2
1907 267 2
1907 1697 1
1907 2371 3
1907 2522 1
1907 3497 7
1907 4997 1
1908 364 1
1908 3732 7
1909 1544 1
1909 2362 13
1910 1269 1
1910 1724 1
1910 1764 7
1910 2589 1
1911 2995 1
1911 3708 1
1911 3784 1
1911 3915 12
1911 3942 2
1911 4365 1
1911 4392 1
1912 1801 1
1912 1983 1
1912 3587 1
1912 3605 3
1912 3686 1
1912 4282 4
1913 2970 4
1913 4236 2
1914 155 1
1914 1658 3
1914 1759 6
1914 1775 6
1914 4808 3
1914 4954 8
1914 4957 1
1915 222 5
1915 2139 1
1915 2255 2
1915 3677 5
1915 4893 1
1916 215 5
1916 1196 1
1916 1491 2
1916 1980 2
1917 1211 4
1917 1551 1
1917 1639 4
1917 1819 1
1917 2274 2
1917 4192 7
1917 4328 2
1918 1845 1
1918 2934 5
1918 4792 1
1918 4917 1
1919 532 5
1919 727 6
1919 2190 1
1919 3380 1
1919 3968 1
1919 4197 3
1919 4240 1
1920 504 1
1920 536 2
1920 3697 2
1921 429 2
1921 472 1
1921 533 5
1921 2107 1
1921 3964 3
1921 4036 1
1921 4179 1
1922 232 1
1922 776 13
1922 1502 1
1922 2511 9
1922 3598 1
1923 105 2
1923 1137 3
1923 2236 1
1923 2776 2
1923 4673 5
1924 3653 1
1924 3921 1
1924 4081 11
1924 4308 4
1924 4391 5
1924 4613 4
1925 2621 1
1925 2746 1
1925 3155 1
1925 3205 7
1925 3349 3
1925 3548 2
1926 29 1
1926 135 1
1926 237 2
1926 2018 1
1926 4602 10
1927 2193 3
1927 2243 1
1927 2406 6
1927 3990 2
1927 3993 1
1927 4525 1
1928 47 3
1928 3388 1
1929 1224 1
1929 4526 1
1929 4720 3
1929 4767 1
1930 615 3
1930 1956 1
1930 2390 1
1930 3654 1
1930 3927 1
1931 202 1
1931 1275 1
1931 2580 2
1931 3355 1
1931 4824 1
1932 1511 1
1932 3922 1
1933 140 8
1933 3551 7
1933 4716 1
1933 4876 3
1934 11 4
1934 91 1
1934 2158 1
1934 4745 7
1935 708 2
1935 800 1
1935 916 1
1935 968 3
1935 2199 1
1935 3606 2
1935 4906 1
1936 228 1
1936 1025 1
1936 1586 5
1936 1593 2
1936 1920 1
1936 2249 1
1937 520 3
1937 3970 1
1937 4216 10
1938 189 2
1938 1668 1
1938 1844 9
1938 2326 8
1938 3101 1
1938 3303 10
1939 1257 1
1939 1942 4
1939 3170 1
1939 3206 2
1940 2354 2
1940 3181 7
1940 4698 2
1941 2445 1
1941 3208 2
1942 3140 2
1942 4124 2
1942 4765 1
1943 1826 1
1943 3940 15
1943 4030 5
1944 5 1
1944 56 2
1944 992 1
1944 1139 1
1944 3412 19
1944 3657 2
1944 4226 1
1944 4411 1
1945 1070 4
1945 1878 1
1945 3640 4
1945 4962 2
1945 4979 1
1946 86 1
1946 1032 1
1946 2840 1
1946 3829 5
1946 4090 3
1946 4202 1
1946 4634 1
1947 1222 10
1947 1238 1
1947 1875 3
1947 2098 1
1947 2441 3
1947 2538 1
1947 3735 6
1948 252 1
1948 2167 7
1948 2356 1
1949 1660 4
1949 3946 1
1949 4070 2
1949 4182 5
1949 4659 1
1950 830 1
1950 896 11
1950 1414 4
1950 1670 1
1950 1966 1
1950 2729 1
1950 3952 2
1951 1056 1
1951 1369 5
1951 1795 1
1951 2161 2
1952 199 1
1952 987 4
1952 1637 3
1952 3440 3
1952 3994 1
1953 957 1
1953 1669 1
1953 1975 1
1953 2729 1
1953 4078 1
1953 4877 1
1954 3124 1
1954 3197 4
1954 4025 1
1954 4801 1
1955 1462 1
1955 2783 3
1955 3207 1
1956 3132 1
1956 3206 1
1956 3505 1
1956 3809 1
1957 380 1
1957 972 1
1957 991 1
1957 2346 2
1957 3701 2
1958 71 1
1958 3152 1
1959 4754 1
1959 4947 2
1960 1622 2
1960 3194 1
1961 811 1
1961 934 1
1961 1269 2
1961 2188 1
1961 2338 1
1961 3259 5
1962 359 4
1962 1703 1
1962 2137 1
1962 2226 1
1962 2335 5
1962 3943 10
1962 4138 2
1962 4384 6
1962 4486 1
1963 1258 17
1963 2448 1
1963 4044 1
1963 4435 1
1963 4951 1
1964 17 1
1964 141 2
1964 1754 1
1964 1763 1
1964 1915 4
1964 2161 3
1964 2249 1
1964 3053 2
1964 3718 1
1964 4815 1
1965 23 1
1965 1461 3
1965 3649 4
1965 3988 6
1966 290 6
1966 1151 18
1966 3713 2
1966 4918 2
1967 200 6
1967 1038 1
1967 1114 1
1967 3497 1
1967 3751 2
1967 3977 10
1967 4072 1
1967 4808 1
1968 83 1
1968 2417 2
1968 2551 31
1969 161 1
1969 1452 5
1969 1667 1
1969 1852 2
1969 2411 1
1970 170 1
1970 180 1
1970 517 1
1970 1664 6
1971 3427 1
1971 3447 1
1971 3570 1
1971 3910 6
1971 4908 6
1972 62 3
1972 1180 1
1972 1704 2
1972 3939 1
1972 4802 1
1972 4867 1
1972 4909 6
1973 99 1
1973 1229 1
1973 2033 1
1973 4677 1
1974 1917 3
1974 2267 4
1974 3850 1
1974 4500 1
1975 122 1
1975 154 3
1975 1678 1
1975 2754 1
1975 2915 1
1975 3141 1
1975 3702 1
1976 766 1
1976 1677 3
1976 2195 1
1976 3120 1
1976 3121 1
1976 3322 1
1976 3341 1
1976 4382 1
1976 4676 2
1977 643 1
1977 1090 1
1977 2923 1
1978 1823 4
1978 2790 1
1978 2852 13
1978 3082 3
1978 4146 1
1979 680 1
1979 1138 4
1979 1180 1
1979 1403 7
1979 2597 1
1979 2701 2
1979 3181 1
1979 3384 3
1979 4071 1
1979 4081 3
1980 732 1
1980 2213 6
1980 2910 1
1980 4053 1
1980 4587 2
1981 1887 1
1981 2927 1
1982 323 1
1982 742 1
1982 1048 3
1982 1360 3
1982 1386 1
1982 2928 5
1982 3693 7
1982 4722 1
1983 812 6
1983 1139 1
1983 2414 1
1983 2548 6
1983 3114 2
1983 4561 1
1983 4959 2
1984 548 1
1984 729 1
1984 2847 1
1984 3171 2
1984 4113 2
1985 251 4
1985 1192 1
1985 2120 1
1985 3304 2
1986 292 1
1986 657 1
1986 801 4
1986 1214 1
1986 1389 1
1986 3405 1
1987 668 1
1988 81 1
1989 436 1
1989 714 2
1989 1652 1
1989 2481 2
1989 2805 1
1989 3747 2
1990 1046 3
1990 1485 4
1990 2271 1
1990 2559 1
1990 2600 7
1990 3460 2
1990 4819 1
1991 50 2
1991 548 3
1991 2660 1
1991 3221 2
1992 342 1
1992 1014 4
1992 1512 1
1992 2617 3
1992 2886 1
1992 3208 1
1992 3274 8
1992 4078 1
1993 1015 1
1993 1291 1
1993 4879 1
1994 1312 1
1994 2935 1
1994 3036 2
1995 538 1
1995 939 1
1995 1038 1
1995 1599 1
1995 3750 1
1995 3794 4
1996 222 3
1996 2050 1
1996 2523 1
1996 3138 1
1996 3570 1
1997 41 3
1997 3382 1
1997 3452 5
1998 1042 3
1998 1941 1
1999 1925 4
1999 2115 1
1999 2606 9
1999 3026 3
1999 4251 2
1999 4307 1
1999 4720 1
2000 199 1
2000 1194 1
2000 2425 1
2000 2567 1
2000 3897 1
2001 475 1
2001 603 2
2001 3184 1
2001 3738 3
2002 4353 1
2003 2532 1
2004 483 2
2004 1243 2
2004 1514 1
2005 705 6
2005 733 1
2005 990 1
2005 2098 1
2005 2607 6
2005 4037 3
2005 4135 1
2006 391 1
2006 2032 1
2006 2588 4
2007 614 4
2007 2635 3
2007 4699 1
2008 1103 3
2008 1624 1
2008 1686 2
2008 2297 2
2008 3175 1
2008 4292 1
2009 742 4
2009 1074 1
2009 2697 14
2009 2725 1
2009 3200 1
2009 4541 14
2009 4812 1
2010 2344 1
2010 3402 2
2010 4645 1
2010 4714 6
2011 104 6
2011 866 1
2011 1236 8
2011 1731 9
2011 2711 1
2011 4179 1
2012 53 6
2012 420 2
2012 3334 5
2012 3438 3
2012 3454 1
2012 3726 3
2012 4777 1
2013 1401 1
2013 2106 3
2013 2425 1
2013 2750 2
2013 3528 1
2014 928 1
2014 2177 1
2014 2291 2
2015 720 2
2015 1368 7
2015 3023 6
2015 3064 1
2015 3252 2
2016 1761 1
2016 4123 1
2016 4569 3
2017 120 4
2017 635 1
2017 940 8
